sequence,update_id,memory_id,version,operation,backend,event_persisted_at,backend_committed_at,rawerk_committed_at,checkpoint_committed_at,first_searchable,first_searchable_at,processing_attempt,status,is_duplicate
761,p53a_evt_000761,p53a_000761,761,insert_memory,cassandra,51147.435,51178.232,51193.419,51193.905,True,51211.498,1,ok,False
762,p53a_evt_000762,p53a_000762,762,update_relation,cassandra,51211.51,51240.943,51255.766,51256.633,True,51272.963,1,ok,False
763,p53a_evt_000763,p53a_000763,763,insert_memory,cassandra,51272.991,51302.422,51318.276,51318.811,True,51334.69,1,ok,False
764,p53a_evt_000764,p53a_000764,764,insert_memory,cassandra,51334.717,51363.828,51379.841,51380.747,True,51396.409,1,ok,False
765,p53a_evt_000765,p53a_000765,765,replace_relation,cassandra,51396.421,51426.48,51442.28,51443.182,True,51458.917,1,ok,False
766,p53a_evt_000766,p53a_000766,766,replace_relation,cassandra,51458.933,51489.312,51504.109,51504.611,True,51520.049,1,ok,False
767,p53a_evt_000767,p53a_000767,767,update_relation,cassandra,51520.062,51550.387,51566.576,51567.038,True,51583.326,1,ok,False
768,p53a_evt_000768,p53a_000768,768,insert_memory,cassandra,51583.354,51613.775,51629.257,51629.751,True,51645.339,1,ok,False
769,p53a_evt_000769,p53a_000769,769,replace_relation,cassandra,51645.352,51675.858,51691.433,51692.143,True,51707.297,1,ok,False
770,p53a_evt_000770,p53a_000770,770,replace_relation,cassandra,51707.309,51739.205,51753.566,51754.437,True,51769.711,1,ok,False
771,p53a_evt_000771,p53a_000771,771,insert_memory,cassandra,51769.74,51800.205,51815.22,51815.988,True,51831.295,1,ok,False
772,p53a_evt_000772,p53a_000772,772,replace_relation,cassandra,51831.32,51861.653,51876.766,51877.808,True,51893.74,1,ok,False
773,p53a_evt_000773,p53a_000773,773,insert_memory,cassandra,51893.753,51922.376,51938.734,51939.453,True,51957.038,1,ok,False
774,p53a_evt_000774,p53a_000774,774,insert_memory,cassandra,51957.051,51985.312,52000.382,52001.04,True,52016.768,1,ok,False
775,p53a_evt_000775,p53a_000775,775,insert_memory,cassandra,52016.784,52047.294,52062.59,52063.653,True,52077.833,1,ok,False
776,p53a_evt_000776,p53a_000776,776,insert_memory,cassandra,52077.844,52109.078,52123.964,52124.466,True,52139.104,1,ok,False
777,p53a_evt_000777,p53a_000777,777,update_relation,cassandra,52139.13,52170.968,52186.027,52186.944,True,52200.975,1,ok,False
778,p53a_evt_000778,p53a_000778,778,insert_memory,cassandra,52200.987,52231.889,52247.726,52248.607,True,52263.679,1,ok,False
779,p53a_evt_000779,p53a_000779,779,insert_memory,cassandra,52263.692,52294.374,52310.212,52310.815,True,52325.93,1,ok,False
780,p53a_evt_000780,p53a_000780,780,insert_memory,cassandra,52325.943,52356.987,52371.847,52372.314,True,52387.748,1,ok,False
781,p53a_evt_000781,p53a_000781,781,insert_memory,cassandra,52387.773,52417.759,52432.909,52433.809,True,52448.417,1,ok,False
782,p53a_evt_000782,p53a_000782,782,insert_memory,cassandra,52448.438,52478.489,52494.181,52494.753,True,52509.415,1,ok,False
783,p53a_evt_000783,p53a_000783,783,replace_relation,cassandra,52509.432,52539.782,52554.719,52555.177,True,52571.88,1,ok,False
784,p53a_evt_000784,p53a_000784,784,insert_memory,cassandra,52571.895,52604.078,52618.471,52618.938,True,52634.496,1,ok,False
785,p53a_evt_000785,p53a_000785,785,insert_memory,cassandra,52634.508,52663.843,52679.742,52680.226,True,52695.3,1,ok,False
786,p53a_evt_000786,p53a_000786,786,insert_memory,cassandra,52695.312,52725.537,52744.034,52745.609,True,52761.11,1,ok,False
787,p53a_evt_000787,p53a_000787,787,insert_memory,cassandra,52761.129,52787.711,52802.427,52802.843,True,52819.114,1,ok,False
788,p53a_evt_000788,p53a_000788,788,update_relation,cassandra,52819.141,52850.066,52864.148,52864.672,True,52879.816,1,ok,False
789,p53a_evt_000789,p53a_000789,789,insert_memory,cassandra,52879.827,52910.415,52925.024,52925.459,True,52940.2,1,ok,False
790,p53a_evt_000790,p53a_000790,790,insert_memory,cassandra,52940.211,52970.197,52985.338,52985.963,True,53001.705,1,ok,False
791,p53a_evt_000791,p53a_000791,791,update_relation,cassandra,53001.718,53031.982,53047.636,53048.128,True,53063.408,1,ok,False
792,p53a_evt_000792,p53a_000792,792,insert_memory,cassandra,53063.419,53093.179,53107.851,53108.329,True,53123.279,1,ok,False
793,p53a_evt_000793,p53a_000793,793,update_relation,cassandra,53123.29,53153.961,53169.209,53169.752,True,53185.352,1,ok,False
794,p53a_evt_000794,p53a_000794,794,insert_memory,cassandra,53185.364,53215.243,53231.375,53231.852,True,53247.633,1,ok,False
795,p53a_evt_000795,p53a_000795,795,insert_memory,cassandra,53247.643,53277.506,53292.924,53293.413,True,53309.934,1,ok,False
796,p53a_evt_000796,p53a_000796,796,replace_relation,cassandra,53309.945,53340.087,53355.251,53355.739,True,53372.025,1,ok,False
797,p53a_evt_000797,p53a_000797,797,insert_memory,cassandra,53372.037,53402.044,53417.21,53417.687,True,53433.332,1,ok,False
798,p53a_evt_000798,p53a_000798,798,insert_memory,cassandra,53433.349,53464.564,53483.215,53484.07,True,53497.031,1,ok,False
799,p53a_evt_000799,p53a_000799,799,insert_memory,cassandra,53497.047,53527.493,53542.553,53543.404,True,53558.424,1,ok,False
800,p53a_evt_000800,p53a_000800,800,replace_relation,cassandra,53558.435,53589.122,53604.645,53605.818,True,53619.663,1,ok,False
801,p53a_evt_000801,p53a_000801,801,insert_memory,cassandra,63663.194,63681.822,63696.794,63697.318,True,63713.173,1,ok,False
802,p53a_evt_000802,p53a_000802,802,insert_memory,cassandra,63713.184,63744.888,63759.476,63760.262,True,63774.927,1,ok,False
803,p53a_evt_000803,p53a_000803,803,replace_relation,cassandra,63774.943,63805.687,63821.409,63822.1,True,63838.192,1,ok,False
804,p53a_evt_000804,p53a_000804,804,insert_memory,cassandra,63838.204,63869.418,63883.372,63883.795,True,63900.12,1,ok,False
805,p53a_evt_000805,p53a_000805,805,insert_memory,cassandra,63900.131,63930.711,63945.634,63946.123,True,63960.871,1,ok,False
806,p53a_evt_000806,p53a_000806,806,insert_memory,cassandra,63960.883,63991.819,64006.34,64007.177,True,64021.282,1,ok,False
807,p53a_evt_000807,p53a_000807,807,update_relation,cassandra,64021.294,64386.06,64401.349,64401.869,True,64417.445,1,ok,False
808,p53a_evt_000808,p53a_000808,808,insert_memory,cassandra,64417.464,64448.035,64463.413,64464.3,True,64479.428,1,ok,False
809,p53a_evt_000809,p53a_000809,809,insert_memory,cassandra,64479.441,64509.844,64525.2,64526.012,True,64540.474,1,ok,False
810,p53a_evt_000810,p53a_000810,810,insert_memory,cassandra,64540.494,64570.069,64585.393,64586.256,True,64602.305,1,ok,False
811,p53a_evt_000811,p53a_000811,811,insert_memory,cassandra,64602.317,64631.256,64648.207,64649.077,True,64664.263,1,ok,False
812,p53a_evt_000812,p53a_000812,812,insert_memory,cassandra,64664.282,64692.95,64709.129,64710.005,True,64726.098,1,ok,False
813,p53a_evt_000813,p53a_000813,813,insert_memory,cassandra,64726.113,64756.307,64771.789,64772.723,True,64787.971,1,ok,False
814,p53a_evt_000814,p53a_000814,814,update_relation,cassandra,64787.989,64820.111,64835.819,64836.312,True,64851.471,1,ok,False
815,p53a_evt_000815,p53a_000815,815,insert_memory,cassandra,64851.507,65228.295,65241.634,65243.904,True,65260.189,1,ok,False
816,p53a_evt_000816,p53a_000816,816,insert_memory,cassandra,65260.223,65289.252,65302.096,65304.067,True,65317.258,1,ok,False
817,p53a_evt_000817,p53a_000817,817,insert_memory,cassandra,65317.281,65346.939,65361.918,65362.395,True,65382.244,1,ok,False
818,p53a_evt_000818,p53a_000818,818,replace_relation,cassandra,65382.268,65408.08,65423.732,65424.533,True,65439.521,1,ok,False
819,p53a_evt_000819,p53a_000819,819,insert_memory,cassandra,65439.538,65469.465,65485.78,65486.604,True,65502.139,1,ok,False
820,p53a_evt_000820,p53a_000820,820,insert_memory,cassandra,65502.158,65532.839,65547.048,65547.559,True,65565.557,1,ok,False
821,p53a_evt_000821,p53a_000821,821,insert_memory,cassandra,65565.577,65593.235,65608.466,65608.971,True,65625.256,1,ok,False
822,p53a_evt_000822,p53a_000822,822,insert_memory,cassandra,65625.272,65655.175,65670.763,65671.283,True,65685.558,1,ok,False
823,p53a_evt_000823,p53a_000823,823,insert_memory,cassandra,65685.603,65715.771,65730.878,65731.381,True,65746.694,1,ok,False
824,p53a_evt_000824,p53a_000824,824,insert_memory,cassandra,65746.706,65776.925,65792.954,65793.442,True,65808.174,1,ok,False
825,p53a_evt_000825,p53a_000825,825,insert_memory,cassandra,65808.184,65839.204,65854.286,65854.763,True,65871.228,1,ok,False
826,p53a_evt_000826,p53a_000826,826,insert_memory,cassandra,65871.24,65902.56,65918.072,65918.527,True,66305.514,1,ok,False
827,p53a_evt_000827,p53a_000827,827,insert_memory,cassandra,66305.533,66336.691,66351.525,66352.039,True,66367.281,1,ok,False
828,p53a_evt_000828,p53a_000828,828,update_relation,cassandra,66367.301,66397.677,66412.705,66413.318,True,66429.114,1,ok,False
829,p53a_evt_000829,p53a_000829,829,insert_memory,cassandra,66429.132,66458.881,66473.849,66474.34,True,66489.005,1,ok,False
830,p53a_evt_000830,p53a_000830,830,update_relation,cassandra,66489.016,66519.581,66534.761,66535.819,True,66550.82,1,ok,False
831,p53a_evt_000831,p53a_000831,831,insert_memory,cassandra,66550.833,66581.125,66596.193,66596.838,True,66613.333,1,ok,False
832,p53a_evt_000832,p53a_000832,832,insert_memory,cassandra,66613.346,66646.158,66659.379,66660.399,True,66675.315,1,ok,False
833,p53a_evt_000833,p53a_000833,833,insert_memory,cassandra,66675.333,66704.739,66720.235,66720.66,True,66736.555,1,ok,False
834,p53a_evt_000834,p53a_000834,834,insert_memory,cassandra,66736.567,66767.089,66782.433,66782.897,True,66798.367,1,ok,False
835,p53a_evt_000835,p53a_000835,835,insert_memory,cassandra,66798.377,66828.131,66844.027,66844.562,True,66862.453,1,ok,False
836,p53a_evt_000836,p53a_000836,836,insert_memory,cassandra,66862.463,66890.312,66905.203,66905.641,True,66922.274,1,ok,False
837,p53a_evt_000837,p53a_000837,837,replace_relation,cassandra,66922.285,66952.219,66967.704,66968.123,True,66984.186,1,ok,False
838,p53a_evt_000838,p53a_000838,838,update_relation,cassandra,66984.197,67016.163,67029.414,67029.897,True,67044.916,1,ok,False
839,p53a_evt_000839,p53a_000839,839,update_relation,cassandra,67044.929,67081.543,67091.071,67091.497,True,67110.587,1,ok,False
840,p53a_evt_000840,p53a_000840,840,update_relation,cassandra,67110.599,67137.536,67152.382,67152.851,True,67532.721,1,ok,False
841,p53a_evt_000841,p53a_000841,841,update_relation,cassandra,67532.733,67556.185,67571.746,67572.254,True,67780.349,1,ok,False
842,p53a_evt_000842,p53a_000842,842,insert_memory,cassandra,67780.358,67802.414,67818.134,67818.62,True,67834.081,1,ok,False
843,p53a_evt_000843,p53a_000843,843,insert_memory,cassandra,67834.094,67863.124,67879.234,67879.768,True,67896.135,1,ok,False
844,p53a_evt_000844,p53a_000844,844,update_relation,cassandra,67896.146,67926.291,67940.996,67941.456,True,67956.612,1,ok,False
845,p53a_evt_000845,p53a_000845,845,insert_memory,cassandra,67956.624,67987.102,68003.441,68003.875,True,68018.989,1,ok,False
846,p53a_evt_000846,p53a_000846,846,insert_memory,cassandra,68018.999,68050.002,68064.98,68065.421,True,68081.017,1,ok,False
847,p53a_evt_000847,p53a_000847,847,insert_memory,cassandra,68081.028,68111.155,68127.566,68128.013,True,68142.61,1,ok,False
848,p53a_evt_000848,p53a_000848,848,insert_memory,cassandra,68142.619,68173.676,68189.112,68189.602,True,68205.049,1,ok,False
849,p53a_evt_000849,p53a_000849,849,insert_memory,cassandra,68205.061,68235.852,68250.539,68251.001,True,68268.557,1,ok,False
850,p53a_evt_000850,p53a_000850,850,insert_memory,cassandra,68268.567,68297.765,68312.901,68313.467,True,68329.264,1,ok,False
851,p53a_evt_000851,p53a_000851,851,insert_memory,cassandra,68329.274,68358.459,68373.66,68374.185,True,68389.95,1,ok,False
852,p53a_evt_000852,p53a_000852,852,update_relation,cassandra,68389.962,68420.204,68435.184,68435.701,True,68451.121,1,ok,False
853,p53a_evt_000853,p53a_000853,853,insert_memory,cassandra,68451.137,68481.03,68496.737,68497.195,True,68511.985,1,ok,False
854,p53a_evt_000854,p53a_000854,854,insert_memory,cassandra,68512.013,68544.832,68559.12,68559.597,True,68575.645,1,ok,False
855,p53a_evt_000855,p53a_000855,855,replace_relation,cassandra,68575.658,68605.614,68621.441,68621.888,True,68637.009,1,ok,False
856,p53a_evt_000856,p53a_000856,856,update_relation,cassandra,68637.021,68667.967,68684.339,68684.798,True,68700.218,1,ok,False
857,p53a_evt_000857,p53a_000857,857,insert_memory,cassandra,68700.229,68730.542,68746.076,68746.539,True,68762.362,1,ok,False
858,p53a_evt_000858,p53a_000858,858,replace_relation,cassandra,68762.379,68793.407,68809.65,68810.15,True,68825.602,1,ok,False
859,p53a_evt_000859,p53a_000859,859,insert_memory,cassandra,68825.621,68855.758,68870.644,68871.129,True,68886.644,1,ok,False
860,p53a_evt_000860,p53a_000860,860,replace_relation,cassandra,68886.656,68917.305,68933.193,68933.676,True,69316.118,1,ok,False
861,p53a_evt_000861,p53a_000861,861,insert_memory,cassandra,69316.151,69337.651,69352.651,69353.109,True,69368.448,1,ok,False
862,p53a_evt_000862,p53a_000862,862,replace_relation,cassandra,69368.46,69754.192,69772.159,69772.561,True,69788.795,1,ok,False
863,p53a_evt_000863,p53a_000863,863,insert_memory,cassandra,69788.808,69818.383,69833.536,69834.137,True,69849.6,1,ok,False
864,p53a_evt_000864,p53a_000864,864,insert_memory,cassandra,69849.611,69881.485,69895.961,69896.42,True,69912.012,1,ok,False
865,p53a_evt_000865,p53a_000865,865,update_relation,cassandra,69912.026,69942.379,69957.297,69957.759,True,69972.789,1,ok,False
866,p53a_evt_000866,p53a_000866,866,insert_memory,cassandra,69972.807,70004.518,70019.552,70019.98,True,70035.789,1,ok,False
867,p53a_evt_000867,p53a_000867,867,insert_memory,cassandra,70035.806,70407.708,70422.235,70422.63,True,70436.686,1,ok,False
868,p53a_evt_000868,p53a_000868,868,insert_memory,cassandra,70436.698,70467.882,70483.835,70484.272,True,70500.032,1,ok,False
869,p53a_evt_000869,p53a_000869,869,insert_memory,cassandra,70500.043,70536.07,70557.698,70558.123,True,70562.374,1,ok,False
870,p53a_evt_000870,p53a_000870,870,insert_memory,cassandra,70562.383,70593.952,70608.679,70609.358,True,70624.998,1,ok,False
871,p53a_evt_000871,p53a_000871,871,replace_relation,cassandra,70625.014,70655.601,70671.049,70671.511,True,70686.757,1,ok,False
872,p53a_evt_000872,p53a_000872,872,insert_memory,cassandra,70686.768,70716.826,70733.427,70733.953,True,70749.003,1,ok,False
873,p53a_evt_000873,p53a_000873,873,insert_memory,cassandra,70749.016,70779.451,70794.965,70795.385,True,70812.799,1,ok,False
874,p53a_evt_000874,p53a_000874,874,insert_memory,cassandra,70812.808,70842.168,70857.179,70857.631,True,70873.591,1,ok,False
875,p53a_evt_000875,p53a_000875,875,replace_relation,cassandra,70873.603,70904.682,70918.862,70919.324,True,70934.519,1,ok,False
876,p53a_evt_000876,p53a_000876,876,insert_memory,cassandra,70934.531,70965.799,70980.981,70981.75,True,70997.362,1,ok,False
877,p53a_evt_000877,p53a_000877,877,update_relation,cassandra,70997.387,71401.299,71416.767,71417.282,True,71434.104,1,ok,False
878,p53a_evt_000878,p53a_000878,878,insert_memory,cassandra,71434.115,71464.495,71479.206,71479.667,True,71496.156,1,ok,False
879,p53a_evt_000879,p53a_000879,879,update_relation,cassandra,71496.182,71524.986,71540.526,71541.14,True,71556.06,1,ok,False
880,p53a_evt_000880,p53a_000880,880,update_relation,cassandra,71556.074,71586.488,71603.204,71604.111,True,71618.035,1,ok,False
881,p53a_evt_000881,p53a_000881,881,insert_memory,cassandra,71618.048,71649.6,71664.858,71665.313,True,71682.114,1,ok,False
882,p53a_evt_000882,p53a_000882,882,update_relation,cassandra,71682.133,71710.506,71726.134,71726.647,True,71742.11,1,ok,False
883,p53a_evt_000883,p53a_000883,883,update_relation,cassandra,71742.133,71772.958,71789.23,71789.698,True,71805.668,1,ok,False
884,p53a_evt_000884,p53a_000884,884,insert_memory,cassandra,71805.677,71835.617,71849.896,71850.382,True,71865.932,1,ok,False
885,p53a_evt_000885,p53a_000885,885,insert_memory,cassandra,71865.943,71898.97,71912.028,71912.52,True,72275.405,1,ok,False
886,p53a_evt_000886,p53a_000886,886,replace_relation,cassandra,72275.422,72298.278,72313.084,72313.523,True,72328.571,1,ok,False
887,p53a_evt_000887,p53a_000887,887,insert_memory,cassandra,72328.588,72359.792,72376.992,72377.432,True,72391.476,1,ok,False
888,p53a_evt_000888,p53a_000888,888,update_relation,cassandra,72391.488,72422.106,72437.083,72437.56,True,72452.56,1,ok,False
889,p53a_evt_000889,p53a_000889,889,update_relation,cassandra,72452.572,72483.61,72498.718,72499.356,True,72515.135,1,ok,False
890,p53a_evt_000890,p53a_000890,890,insert_memory,cassandra,72515.145,72545.379,72559.836,72560.327,True,72576.014,1,ok,False
891,p53a_evt_000891,p53a_000891,891,update_relation,cassandra,72576.044,72606.79,72621.739,72622.842,True,72637.851,1,ok,False
892,p53a_evt_000892,p53a_000892,892,insert_memory,cassandra,72637.863,72670.055,72686.061,72686.526,True,72700.867,1,ok,False
893,p53a_evt_000893,p53a_000893,893,insert_memory,cassandra,72700.878,72738.373,72746.57,72747.095,True,73119.434,1,ok,False
894,p53a_evt_000894,p53a_000894,894,update_relation,cassandra,73119.445,73148.441,73163.572,73164.059,True,73178.907,1,ok,False
895,p53a_evt_000895,p53a_000895,895,update_relation,cassandra,73178.919,73210.768,73223.945,73224.423,True,73240.719,1,ok,False
896,p53a_evt_000896,p53a_000896,896,insert_memory,cassandra,73240.729,73270.839,73286.693,73287.098,True,73302.182,1,ok,False
897,p53a_evt_000897,p53a_000897,897,insert_memory,cassandra,73302.207,73334.032,73349.74,73350.173,True,73367.099,1,ok,False
898,p53a_evt_000898,p53a_000898,898,insert_memory,cassandra,73367.117,73398.304,73413.806,73414.267,True,73428.717,1,ok,False
899,p53a_evt_000899,p53a_000899,899,replace_relation,cassandra,73428.729,73461.247,73476.264,73476.759,True,73493.554,1,ok,False
900,p53a_evt_000900,p53a_000900,900,update_relation,cassandra,73493.567,73523.565,73539.607,73540.061,True,73554.037,1,ok,False
901,p53a_evt_000901,p53a_000901,901,update_relation,cassandra,73554.048,73585.339,73601.093,73601.538,True,73616.331,1,ok,False
902,p53a_evt_000902,p53a_000902,902,insert_memory,cassandra,73616.342,73647.371,73662.858,73663.319,True,73679.67,1,ok,False
903,p53a_evt_000903,p53a_000903,903,replace_relation,cassandra,73679.685,73709.353,73724.945,73725.392,True,73741.797,1,ok,False
904,p53a_evt_000904,p53a_000904,904,insert_memory,cassandra,73741.808,73771.647,73786.662,73787.105,True,73805.508,1,ok,False
905,p53a_evt_000905,p53a_000905,905,insert_memory,cassandra,73805.519,73834.342,73849.919,73850.382,True,73864.988,1,ok,False
906,p53a_evt_000906,p53a_000906,906,insert_memory,cassandra,73864.997,73896.138,73911.598,73912.049,True,73927.068,1,ok,False
