memory_id,triples
conv-49_session_23_D23:6,"(sam, acknowledge, it)"
conv-49_session_23_D23:8,"(sam, express, gratitude)"
conv-49_session_24_D24:10,"(sam, stay, stay)"
conv-49_session_24_D24:12,"(sam, plan, plan)"
conv-49_session_24_D24:17,"(evan, suggest, swimming_,_yoga_,_and_walking_as_good)"
conv-49_session_24_D24:18,"(sam, watch, the_godfather)"
conv-49_session_24_D24:20,"(sam, express, hope_for_positive_changes_with_a_healthier_diet)"
conv-49_session_24_D24:21,"(evan, mention, mention)"
conv-49_session_24_D24:22,"(sam, mention, mention)"
conv-49_session_24_D24:3,"(evan, drink, drink)"
conv-49_session_24_D24:5,"(evan, have, a_pee_accident)"
conv-49_session_24_D24:9,"(evan, try, try)"
conv-49_session_25_D25:1,"(sam, deal, with_health_issues_that_have_been_rough_on_him)"
conv-49_session_25_D25:10,"(evan, enjoy, enjoy)"
conv-49_session_25_D25:13,"(sam, plan, plan)"
conv-49_session_25_D25:14,"(sam, appreciate, appreciate); (evan, deal, with_tough_times)"
conv-49_session_25_D25:16,"(evan, emphasize, emphasize)"
conv-49_session_25_D25:2,"(evan, apologize, to_his_partner)"
conv-49_session_25_D25:5,"(sam, enjoy, rides)"
conv-49_session_25_D25:7,"(sam, relax, relax)"
conv-49_session_25_D25:8,"(evan, calm, calm)"
conv-49_session_2_D2:1,"(evan, take, his_family)"
conv-49_session_2_D2:10,"(sam, express, interest_in_trying_painting_as_a_hobby_to)"
conv-49_session_2_D2:11,"(evan, paint, for_a_few_years)"
conv-49_session_2_D2:3,"(evan, describe, the_road_trip_to_jasper)"
conv-49_session_2_D2:4,"(sam, have, a_tough_week)"
conv-49_session_2_D2:9,"(evan, recommend, recommend)"
conv-49_session_3_D3:1,"(evan, involve, sudden_heart_palpitations)"
conv-49_session_3_D3:16,"(sam, break, break)"
conv-49_session_3_D3:2,"(sam, try, try)"
conv-49_session_3_D3:3,"(evan, try, try)"
conv-49_session_3_D3:4,"(sam, enjoy, soda_and_candy)"
conv-49_session_3_D3:5,"(evan, suggest, suggest)"
conv-49_session_3_D3:6,"(sam, agree, agree)"
conv-49_session_4_D4:1,"(sam, mock, his_weight)"
conv-49_session_4_D4:10,"(evan, suggest, low_calorie_snacks_like_air_popped_popcorn_or)"
conv-49_session_4_D4:12,"(evan, advise, sam)"
conv-49_session_4_D4:15,"(sam, start, start)"
conv-49_session_4_D4:2,"(evan, offer, offer)"
conv-49_session_4_D4:3,"(sam, work, on_his_health)"
conv-49_session_4_D4:4,"(evan, struggle, with_his_health)"
conv-49_session_4_D4:6,"(evan, cut, on_sugary_snacks)"
conv-49_session_4_D4:7,"(sam, reduce, soda_and_candy_intake)"
conv-49_session_4_D4:8,"(evan, enjoy, enjoy); (evan, suggest, flavored_seltzer_water_as_a_healthier_alternative_to)"
conv-49_session_5_D5:1,"(evan, go, on_a_trip_to_canada_where_he_met_an_awesome_canadian_woman_and_feels_alive_when_he_'s_with_her)"
conv-49_session_5_D5:13,"(evan, motivate, motivate)"
conv-49_session_5_D5:14,"(sam, think, think)"
conv-49_session_5_D5:17,"(evan, represent, strength_and_resilience)"
conv-49_session_5_D5:2,"(evan, deal, with_health_issues)"
conv-49_session_5_D5:4,"(sam, acknowledge, acknowledge)"
conv-49_session_5_D5:7,"(evan, work, with_ups_and_downs)"
conv-49_session_5_D5:8,"(sam, order, something_similar_to_what_evan_uses_to_prioritize)"
conv-49_session_5_D5:9,"(evan, motivate, motivate)"
conv-49_session_6_D6:1,"(evan, go, on_a_vacation_in_canada)"
conv-49_session_6_D6:12,"(sam, appreciate, small_victories_and_staying_motivated_amidst_challenges_and)"
conv-49_session_6_D6:13,"(evan, struggle, struggle)"
conv-49_session_6_D6:14,"(sam, soar, over_skyscrapers)"
conv-49_session_6_D6:2,"(sam, face, health_challenges)"
conv-49_session_6_D6:5,"(evan, acknowledge, the_importance_of_surrounding_oneself_with_caring_people)"
conv-49_session_6_D6:6,"(evan, value, the_importance_of_progress_over_perfection); (sam, emphasize, emphasize)"
conv-49_session_7_D7:1,"(evan, hurt, his_ankle); (evan, take, care)"
conv-49_session_7_D7:10,"(evan, encourage, sam)"
conv-49_session_7_D7:12,"(sam, motivate, motivate)"
conv-49_session_7_D7:14,"(sam, appreciate, evan_'s_encouragement)"
conv-49_session_7_D7:15,"(evan, remind, sam)"
conv-49_session_7_D7:16,"(sam, express, gratitude)"
conv-49_session_7_D7:2,"(sam, serve, as_a_wake___up_call)"
conv-49_session_7_D7:4,"(sam, take, a_cooking_class)"
conv-49_session_7_D7:5,"(evan, eat, eat)"
conv-49_session_7_D7:6,"(sam, share, recipes)"
conv-49_session_7_D7:7,"(evan, add, more_vegetables)"
conv-49_session_7_D7:8,"(sam, has_memory, Sam_Evan_son_being_soccer)"
conv-49_session_8_D8:1,"(sam, determine, determine)"
conv-49_session_8_D8:12,"(evan, try, new_recipes); (evan, start, start)"
conv-49_session_8_D8:18,"(evan, learn, about_watercolors)"
conv-49_session_8_D8:20,"(evan, paint, landscapes)"
conv-49_session_8_D8:22,"(evan, capture, the_tranquil_beauty_of_nature)"
conv-49_session_8_D8:30,"(evan, enjoy, fun_winter_activities_like_skiing_,_snowboarding_,)"
conv-49_session_8_D8:5,"(sam, notice, positive_changes_from_the_diet_,_such_as)"
conv-49_session_8_D8:7,"(sam, enjoy, enjoy)"
conv-49_session_8_D8:9,"(sam, has_memory, Sam_sauce_stir_fry_family)"
conv-49_session_9_D9:1,"(sam, start, a_new_diet)"
conv-49_session_9_D9:10,"(evan, take, a_road_trip_to_the_rocky_mountains)"
conv-49_session_9_D9:11,"(sam, enjoy, enjoy); (sam, explore, nature); (sam, express, an_interest_in_going_on_a_road_trip)"
conv-49_session_9_D9:12,"(evan, recommend, recommend)"
conv-49_session_9_D9:14,"(evan, recommend, a_nearby_lake)"
conv-49_session_9_D9:2,"(evan, twist, his_knee)"
conv-49_session_9_D9:5,"(sam, suggest, low_impact_exercises_or_physical_therapy)"
conv-49_session_9_D9:6,"(evan, consider, physical_therapy_for_his_knee_and)"
conv-49_session_9_D9:8,"(evan, share, a_picture)"
conv-50_session_10_D10:1,"(dave, ask, calvin)"
conv-50_session_10_D10:10,"(calvin, express, excitement_about_trying_the_food_and_checking_out)"
conv-50_session_10_D10:11,"(dave, express, interest_in_visiting_japan_one_day_due_to)"
conv-50_session_10_D10:12,"(calvin, work, on_music_collaborations_with_japanese_artists)"
conv-50_session_10_D10:2,"(calvin, fix, fix); (calvin, enjoy, enjoy)"
conv-50_session_10_D10:3,"(dave, mention, mention)"
conv-50_session_10_D10:6,"(calvin, mention, mention)"
conv-50_session_11_D11:1,"(dave, go, on_a_road_trip_with_his_friends)"
conv-50_session_11_D11:10,"(calvin, collaborate, with_others)"
conv-50_session_11_D11:4,"(calvin, work, work)"
conv-50_session_11_D11:6,"(calvin, experiment, with_different_genres_in_his_music); (calvin, experiment, with_different_music)"
conv-50_session_12_D12:1,"(calvin, own, a_ferrari)"
conv-50_session_12_D12:11,"(calvin, expand, his_brand); (calvin, perform, with_the_boys)"
conv-50_session_12_D12:13,"(calvin, come, come)"
conv-50_session_12_D12:15,"(calvin, express, gratitude_for_dave_'s_continued_support_and_encouragement)"
conv-50_session_12_D12:2,"(dave, fix, cars_like_therapy)"
conv-50_session_12_D12:4,"(dave, restore, an_old_car)"
conv-50_session_12_D12:5,"(dave, work, on_projects)"
conv-50_session_12_D12:7,"(calvin, see, it)"
conv-50_session_13_D13:1,"(dave, pick, for_a_car_mod_workshop)"
conv-50_session_13_D13:10,"(dave, value, attention)"
conv-50_session_13_D13:13,"(dave, see, see)"
conv-50_session_13_D13:14,"(calvin, encourage, dave)"
conv-50_session_13_D13:15,"(dave, offer, help)"
conv-50_session_13_D13:16,"(calvin, mention, mention)"
conv-50_session_13_D13:18,"(calvin, appreciate, dave_'s_encouragement)"
conv-50_session_13_D13:7,"(dave, learn, about_body_modifications_on_a_classic_muscle_car)"
conv-50_session_13_D13:9,"(dave, aim, aim)"
conv-50_session_14_D14:1,"(dave, attend, a_car_restoration_workshop_in_san_francisco)"
conv-50_session_14_D14:10,"(calvin, spread, joy)"
conv-50_session_14_D14:11,"(dave, work, work)"
conv-50_session_14_D14:13,"(dave, aim, aim)"
conv-50_session_14_D14:4,"(calvin, tour, with_a_well___known_artist)"
conv-50_session_14_D14:6,"(calvin, perform, for_an_eager_audience_in_tokyo)"
conv-50_session_15_D15:1,"(dave, enjoy, it)"
conv-50_session_15_D15:10,"(calvin, end, end)"
conv-50_session_15_D15:12,"(calvin, record, a_podcast_discussing_the_rapidly_evolving_rap_industry)"
conv-50_session_15_D15:13,"(dave, express, anticipation_for_listening_to_calvin_'s_podcast_about)"
conv-50_session_15_D15:2,"(dave, express, excitement_about_calvin_continuing_collaboration_with_frank_ocean); (calvin, score, a_deal)"
conv-50_session_15_D15:4,"(dave, comment, on_the_opportunity); (calvin, meet, frank_ocean)"
conv-50_session_15_D15:5,"(dave, base, on_calvin_'s_description)"
conv-50_session_15_D15:6,"(calvin, describe, tokyo)"
conv-50_session_15_D15:9,"(dave, hear, more)"
conv-50_session_16_D16:11,"(dave, express, support_for_calvin_'s_music_and_creative_endeavors)"
conv-50_session_16_D16:13,"(dave, mention, a_guitar_that_shows_their_different_artistic_styles)"
conv-50_session_16_D16:14,"(calvin, represent, his_love_for_art_and_the_sea)"
conv-50_session_16_D16:24,"(calvin, has_memory, calvin_value_style_music)"
conv-50_session_16_D16:4,"(calvin, complete, a_tour_where_he_performed_on_a_big)"
conv-50_session_16_D16:6,"(calvin, start, start)"
conv-50_session_17_D17:1,"(dave, come, with_insights_and_knowledge_on_car_modification)"
conv-50_session_17_D17:3,"(dave, fix, things); (dave, fix, someone_'s_car)"
conv-50_session_17_D17:5,"(dave, enjoy, the_feeling_of_making_a_difference_and_seeing)"
conv-50_session_17_D17:6,"(calvin, book, a_flight_ticket)"
conv-50_session_17_D17:7,"(calvin, plan, plan)"
conv-50_session_18_D18:1,"(calvin, release, his_album)"
conv-50_session_18_D18:10,"(dave, offer, calvin)"
conv-50_session_18_D18:4,"(dave, has_memory, Dave_Calvin_music_career)"
conv-50_session_18_D18:5,"(calvin, appreciate, positive_feedback); (calvin, share, his_own_story)"
conv-50_session_18_D18:6,"(dave, appreciate, calvin_'s_music)"
conv-50_session_18_D18:7,"(calvin, go, on_a_tour)"
conv-50_session_19_D19:1,"(dave, have, a_fun_jamming_session); (dave, attend, a_rock_concert)"
conv-50_session_19_D19:10,"(calvin, appreciate, dave_'s_talent_in_fixing_cars)"
conv-50_session_19_D19:6,"(calvin, inspire, inspire)"
conv-50_session_19_D19:7,"(dave, restore, a_vintage_car)"
conv-50_session_19_D19:9,"(dave, satisfy, satisfy)"
conv-50_session_1_D1:11,"(calvin, stay, in_japan)"
conv-50_session_1_D1:13,"(calvin, plan, plan)"
conv-50_session_1_D1:15,"(calvin, head, to_boston)"
conv-50_session_1_D1:16,"(dave, spend, lots_of_time)"
conv-50_session_1_D1:2,"(dave, attend, an_awesome_car_event)"
conv-50_session_1_D1:3,"(calvin, have, a_big_life_change)"
conv-50_session_1_D1:5,"(calvin, learn, about_japanese_culture)"
conv-50_session_1_D1:7,"(calvin, fascinate, fascinate)"
conv-50_session_20_D20:1,"(dave, involve, a_vintage_mustang)"
conv-50_session_20_D20:10,"(calvin, jam, music)"
conv-50_session_20_D20:11,"(dave, have, an_awesome_jam_session_with_calvin)"
conv-50_session_20_D20:16,"(calvin, create, something_special)"
conv-50_session_20_D20:2,"(calvin, share, a_picture_that_symbolizes_his_hard_work_and)"
conv-50_session_20_D20:3,"(dave, appreciate, the_hard_work_and_dedication)"
conv-50_session_20_D20:4,"(calvin, reflect, on_his_life_'s_choices); (calvin, long, long)"
conv-50_session_20_D20:5,"(dave, enjoy, moments_of_reflection); (dave, bring, memories)"
conv-50_session_20_D20:6,"(calvin, associate, with_a_song_called_""_california_love_""_by_tupac_and_dr._dre)"
conv-50_session_20_D20:9,"(dave, suggest, jamming_music_together_with_calvin)"
conv-50_session_21_D21:1,"(calvin, meet, with_incredible_artists_in_boston)"
conv-50_session_21_D21:12,"(dave, value, hard_work)"
conv-50_session_21_D21:13,"(calvin, achieve, goals)"
conv-50_session_21_D21:3,"(calvin, work, work)"
conv-50_session_21_D21:4,"(dave, work, on_cars_therapeutic_and_relaxing)"
conv-50_session_21_D21:6,"(dave, express, satisfaction_in_bringing_an_old_car_back_to)"
conv-50_session_21_D21:7,"(calvin, express, satisfaction_in_bringing_something_back_to_life)"
conv-50_session_21_D21:8,"(dave, stain, with_grease)"
conv-50_session_22_D22:1,"(dave, go, to_a_car_show)"
conv-50_session_22_D22:12,"(calvin, support, support)"
conv-50_session_22_D22:2,"(calvin, check, dave_'s_garage_and_the_awesome_cars_he)"
conv-50_session_22_D22:3,"(dave, restore, restore)"
conv-50_session_22_D22:4,"(calvin, admire, dave)"
conv-50_session_22_D22:5,"(dave, work, on_cars); (dave, spend, hours); (dave, involve, involve)"
conv-50_session_22_D22:6,"(dave, do, do); (calvin, recognize, recognize)"
conv-50_session_22_D22:7,"(dave, restore, things)"
conv-50_session_22_D22:8,"(calvin, encourage, dave)"
conv-50_session_22_D22:9,"(dave, find, find)"
conv-50_session_23_D23:1,"(dave, work, at_a_car_maintenance_shop)"
conv-50_session_23_D23:10,"(calvin, enjoy, enjoy)"
conv-50_session_23_D23:11,"(dave, fix, things)"
conv-50_session_23_D23:16,"(calvin, acquire, a_new_ferrari)"
conv-50_session_23_D23:2,"(calvin, value, the_importance_of_believing_in_oneself_and_not)"
conv-50_session_23_D23:4,"(calvin, remind, himself)"
conv-50_session_23_D23:5,"(dave, attend, a_music_festival); (dave, enjoy, music_festivals)"
conv-50_session_24_D24:1,"(calvin, start, start)"
conv-50_session_24_D24:11,"(calvin, perform, in_tokyo)"
conv-50_session_24_D24:12,"(dave, dream, dream)"
conv-50_session_24_D24:14,"(dave, explore, the_people_,_culture_,_food_,_and)"
conv-50_session_24_D24:17,"(calvin, plan, plan)"
conv-50_session_24_D24:18,"(dave, ask, calvin)"
conv-50_session_24_D24:19,"(calvin, explore, shibuya_crossing_and_shinjuku)"
conv-50_session_24_D24:2,"(dave, acknowledge, the_connection_calvin_feels_with_the_crowd_and)"
conv-50_session_24_D24:20,"(dave, share, a_photo_of_a_ramen_bowl_he_tried)"
conv-50_session_24_D24:21,"(calvin, try, ramen)"
conv-50_session_24_D24:3,"(calvin, collaborate, collaborate)"
conv-50_session_24_D24:5,"(calvin, have, a_great_chemistry_on_stage)"
conv-50_session_24_D24:6,"(calvin, has_memory, Calvin_Frank_Ocean_tune_rock)"
conv-50_session_25_D25:1,"(dave, ponder, about_fame_and_its_impact_on_relationships_in_a_conversation_with_calvin)"
conv-50_session_25_D25:10,"(calvin, listen, to_struggles_people_go_through_inspires_calvin_in)"
conv-50_session_25_D25:12,"(calvin, express, himself)"
conv-50_session_25_D25:13,"(dave, work, on_cars)"
conv-50_session_25_D25:15,"(dave, start, start)"
conv-50_session_25_D25:17,"(dave, restore, a_car)"
conv-50_session_25_D25:2,"(calvin, connect, with_the_crowd)"
conv-50_session_25_D25:20,"(dave, pay, attention)"
conv-50_session_25_D25:22,"(calvin, pay, attention)"
conv-50_session_25_D25:4,"(calvin, find, joy)"
conv-50_session_25_D25:6,"(calvin, include, friends_and_team_helpful_in_managing_everything)"
conv-50_session_25_D25:7,"(dave, share, perspectives)"
conv-50_session_26_D26:1,"(calvin, visit, boston)"
conv-50_session_26_D26:11,"(calvin, value, value)"
conv-50_session_26_D26:14,"(dave, express, gratitude_and_mutual_support_towards_calvin)"
conv-50_session_26_D26:2,"(dave, attend, a_conference_in_detroit)"
conv-50_session_26_D26:3,"(calvin, appreciate, architecture_and_history)"
conv-50_session_26_D26:4,"(dave, work, on_cars)"
conv-50_session_26_D26:5,"(calvin, enjoy, enjoy)"
conv-50_session_26_D26:6,"(dave, impress, impress)"
conv-50_session_26_D26:7,"(dave, has_memory, Dave_Calvin_music_pursuit)"
conv-50_session_26_D26:9,"(calvin, perform, perform)"
conv-50_session_27_D27:1,"(calvin, go, to_a_networking_event)"
conv-50_session_27_D27:10,"(dave, finish, that)"
conv-50_session_27_D27:11,"(calvin, finish, finish)"
conv-50_session_27_D27:2,"(dave, take, some_great_shots)"
conv-50_session_28_D28:1,"(calvin, throw, a_small_party)"
conv-50_session_28_D28:10,"(dave, share, a_story_on_his_blog_about_how_he)"
conv-50_session_28_D28:18,"(dave, appreciate, appreciate)"
conv-50_session_28_D28:29,"(calvin, work, work)"
conv-50_session_28_D28:3,"(calvin, see, see)"
conv-50_session_28_D28:31,"(calvin, watch, music_videos_,_concerts_,_and_documentaries_about); (calvin, watch, tv)"
conv-50_session_28_D28:36,"(dave, listen, to_vinyl)"
conv-50_session_28_D28:40,"(dave, believe, believe)"
conv-50_session_28_D28:7,"(calvin, create, something_that_brings_people_together)"
conv-50_session_28_D28:8,"(dave, start, a_blog_on_car_mods)"
conv-50_session_29_D29:1,"(calvin, perform, in_boston)"
conv-50_session_29_D29:10,"(dave, praise, calvin)"
conv-50_session_29_D29:13,"(calvin, mention, mention)"
conv-50_session_29_D29:15,"(calvin, enjoy, enjoy)"
conv-50_session_29_D29:16,"(dave, encourage, calvin)"
conv-50_session_29_D29:2,"(dave, acknowledge, the_importance_of_having_supportive_friends_since_the)"
conv-50_session_29_D29:3,"(calvin, freestyle, with_friends)"
conv-50_session_29_D29:5,"(calvin, make, a_big_difference)"
conv-50_session_29_D29:9,"(calvin, support, collaborates_with_young_musicians_from_a_music_program)"
conv-50_session_2_D2:1,"(calvin, come, for_him)"
conv-50_session_2_D2:10,"(dave, find, find)"
conv-50_session_2_D2:14,"(dave, hang, with_aerosmith)"
conv-50_session_2_D2:17,"(calvin, write, some_new_tunes)"
conv-50_session_2_D2:5,"(calvin, give, an_adrenaline_rush)"
conv-50_session_2_D2:8,"(dave, attend, a_music_festival)"
conv-50_session_30_D30:1,"(dave, take, photography)"
conv-50_session_30_D30:13,"(dave, share, a_peaceful_photo_of_rocks_and_a_waterfall)"
conv-50_session_30_D30:16,"(calvin, enjoy, enjoy)"
conv-50_session_30_D30:17,"(dave, enjoy, enjoy)"
conv-50_session_30_D30:2,"(calvin, attend, a_fancy_gala_in_boston)"
conv-50_session_30_D30:20,"(calvin, accept, an_invitation_to_perform_at_an_upcoming_show)"
conv-50_session_30_D30:4,"(calvin, inspire, inspire)"
conv-50_session_30_D30:5,"(dave, buy, a_new_vintage_camera_that_takes_great_photos)"
conv-50_session_30_D30:9,"(dave, capture, the_beauty_of_nature)"
conv-50_session_3_D3:10,"(dave, plan, plan)"
conv-50_session_3_D3:12,"(dave, go, to_a_car_show)"
conv-50_session_3_D3:13,"(calvin, put, that)"
conv-50_session_3_D3:15,"(calvin, explore, boston)"
conv-50_session_3_D3:16,"(dave, show, calvin)"
conv-50_session_3_D3:3,"(calvin, attend, a_music_festival)"
conv-50_session_3_D3:7,"(calvin, receive, advice)"
conv-50_session_3_D3:9,"(calvin, tour, the_world); (calvin, plan, an_upcoming_trip_to_boston)"
conv-50_session_4_D4:1,"(dave, open, his_own_car_maintenance_shop)"
conv-50_session_4_D4:19,"(dave, work, on_all_kinds_of_cars)"
conv-50_session_4_D4:2,"(calvin, appreciate, dave_'s_hard_work_and_dedication)"
conv-50_session_4_D4:21,"(dave, work, on_cars)"
conv-50_session_4_D4:23,"(dave, appreciate, appreciate)"
conv-50_session_4_D4:24,"(calvin, gift, a_necklace)"
conv-50_session_4_D4:26,"(calvin, push, push)"
conv-50_session_4_D4:4,"(calvin, acknowledge, dave_'s_guts_and_ambition)"
conv-50_session_4_D4:5,"(dave, work, on_classic_cars)"
conv-50_session_4_D4:7,"(dave, restore, a_classic_car)"
conv-50_session_5_D5:1,"(dave, team, with_a_local_garage)"
conv-50_session_5_D5:10,"(calvin, embrace, nature); (calvin, experience, a_creative_block_with_his_music)"
conv-50_session_5_D5:11,"(dave, suggest, suggest)"
conv-50_session_5_D5:3,"(dave, work, with_mechanics)"
conv-50_session_5_D5:5,"(dave, aspire, aspire)"
conv-50_session_5_D5:8,"(calvin, enjoy, long_drives)"
conv-50_session_5_D5:9,"(dave, drive, with_the_wind_in_his_hair)"
conv-50_session_6_D6:10,"(dave, run, his_car_shop)"
conv-50_session_6_D6:11,"(calvin, showcase, his_music)"
conv-50_session_6_D6:15,"(calvin, take, a_stunning_picture_of_the_tokyo_skyline)"
conv-50_session_6_D6:16,"(dave, express, interest_in_taking_a_trip_to_tokyo_after)"
conv-50_session_6_D6:3,"(calvin, flood, flood)"
conv-50_session_6_D6:5,"(calvin, pour, his_heart)"
conv-50_session_6_D6:8,"(dave, open, his_own_car_shop)"
conv-50_session_7_D7:1,"(calvin, tour, with_frank_ocean)"
conv-50_session_7_D7:11,"(calvin, perform, perform)"
conv-50_session_7_D7:16,"(dave, enjoy, the_music_scene)"
conv-50_session_7_D7:2,"(dave, fix, a_car_engine_which_he_found_a_therapeutic)"
conv-50_session_7_D7:3,"(calvin, work, on_cars)"
conv-50_session_7_D7:5,"(calvin, fix, cars)"
conv-50_session_7_D7:6,"(dave, fix, things)"
conv-50_session_7_D7:7,"(dave, transform, things)"
conv-50_session_8_D8:1,"(calvin, meet, with_the_creative_team_for_his_album)"
conv-50_session_8_D8:10,"(dave, book, a_trip_to_a_mountainous_region)"
conv-50_session_8_D8:3,"(calvin, stoke, about_his_album_and_the_progress_made_with_the_team_in_the_studio)"
conv-50_session_8_D8:4,"(dave, explore, parks)"
conv-50_session_8_D8:5,"(calvin, visit, the_amazing_parks)"
conv-50_session_8_D8:6,"(dave, take, walks)"
conv-50_session_8_D8:9,"(calvin, go, on_a_hike_to_escape_and_de___stress)"
conv-50_session_9_D9:1,"(calvin, hurt, hurt); (calvin, deal, with_insurance_and_repairs)"
conv-50_session_9_D9:13,"(calvin, share, a_photo_of_a_beautiful_view_from_a)"
conv-50_session_9_D9:15,"(calvin, plan, plan)"
conv-50_session_9_D9:17,"(calvin, try, try)"
conv-50_session_9_D9:18,"(dave, join, a_rock_band)"
conv-50_session_9_D9:5,"(calvin, relate, to_the_car_accident)"
conv-50_session_9_D9:7,"(calvin, work, on_calvin_'s_car)"
conv-50_session_9_D9:9,"(calvin, show, his_car)"
