memory_id,entities,relations,keywords
conv-41_session_30_D30:13,"maria, times, tough",understand,"anything, hear, john, lately, maria, mind, sorry, times, tough"
conv-41_session_30_D30:14,,,
conv-41_session_30_D30:15,,,
conv-41_session_30_D30:16,"express, john",express,"affect, better, enthusiasm, express, feels, find, focus, john, like, need, passion, people, positively, stuck, thanks, understanding, want, way, world"
conv-41_session_30_D30:17,,,
conv-41_session_30_D30:18,"john, options",explore,"exploring, idea, john, join, lately, local, maybe, one, option, options, organizations, programs, volunteering"
conv-41_session_30_D30:19,"john, maria",suggest,"care, causes, contribute, definitely, difference, explore, great, help, interested, john, like, make, maria, meet, minded, organizations, people, plan, research, sounds"
conv-41_session_30_D30:2,,,
conv-41_session_30_D30:20,,,
conv-41_session_30_D30:21,"john, maria",encourage,"anything, else, going, happy, help, john, keep, know, let, maria, need, worries"
conv-41_session_30_D30:22,"john, kind, maria, words",appreciate,"anything, else, inspiration, john, keep, kind, know, let, maria, need, positive, thanks, words"
conv-41_session_30_D30:23,"maria, plan",plan,"care, definitely, john, keep, lot, maria, mean, plan, positivity, spreading, take, thanks, words"
conv-41_session_30_D30:3,"care, coco, maria, puppy","greet, take","adjustment, always, brings, care, coco, come, definitely, greet, home, john, joy, life, maria, puppy, really, taking, thanks, totally, worth"
conv-41_session_30_D30:4,,,
conv-41_session_30_D30:5,,,
conv-41_session_30_D30:6,"find, including, john, max, memories, pet","cherish, find","awesome, blast, camping, experience, find, great, hiked, including, john, last, made, maria, max, memories, peaceful, pet, really, summer, swam, thanks"
conv-41_session_30_D30:7,"maria, mention",mention,"camping, great, john, like, maria, max, mention, nourishing, pets, right, soul, sounds, time, wow"
conv-41_session_30_D30:8,,,
conv-41_session_30_D30:9,,,
conv-41_session_31_D31:1,"john, local, mentor, school",volunteer,"chatted, help, hi, john, last, local, maria, mentor, much, really, rewarding, school, see, since, students, volunteering"
conv-41_session_31_D31:10,"commands, house, maria, training",learn,"awesome, commands, difference, great, house, john, learning, like, little, making, maria, one, really, sounds, training"
conv-41_session_31_D31:11,,,
conv-41_session_31_D31:12,,,
conv-41_session_31_D31:13,,,
conv-41_session_31_D31:14,"comfort, happiness, maria, understanding",bring,"amazing, bring, comfort, feel, happiness, make, maria, much, others, really, understanding, understood, us, ways, yeah"
conv-41_session_31_D31:15,,,
conv-41_session_31_D31:16,,,
conv-41_session_31_D31:17,"family, john",value,"always, awesome, back, best, even, ever, family, hard, john, kids, missus, really, thing, times, yeah"
conv-41_session_31_D31:18,,,
conv-41_session_31_D31:19,"activities, hiking, john, outdoor, picnics",enjoy,"activities, board, games, going, hanging, hikes, hiking, home, john, love, maria, movie, nights, outdoor, outdoors, park, picnics, playing, plus, thanks"
conv-41_session_31_D31:2,"cute, maria, named, pup, shadow",adopt,"able, adopted, another, blessed, brings, cute, feel, give, great, helping, home, john, joy, kids, kudos, last, learn, maria, much, named"
conv-41_session_31_D31:20,,,
conv-41_session_31_D31:21,,,
conv-41_session_31_D31:22,,,
conv-41_session_31_D31:23,,,
conv-41_session_31_D31:3,,,
conv-41_session_31_D31:4,"joy, maria",bring,"addition, along, always, energy, face, full, get, great, joy, life, maria, name, puts, shadow, smile"
conv-41_session_31_D31:5,,,
conv-41_session_31_D31:6,"grow, maria",grow,"brightens, days, definitely, furry, grow, maria, pal"
conv-41_session_31_D31:7,"consider, john",consider,"consider, great, house, into, john, look, near, new, pup, shelters, soon, sure"
conv-41_session_31_D31:8,,,
conv-41_session_31_D31:9,,,
conv-41_session_32_D32:1,"fight, john",fight,"brigade, community, excited, fight, fighting, fire, guess, help, hey, involved, john, maria, part, super"
conv-41_session_32_D32:10,,,
conv-41_session_32_D32:11,"john, raise",raise,"amazing, big, brand, donations, even, finding, fire, get, hard, helped, impact, john, keep, lot, made, maria, means, new, passion, raise"
conv-41_session_32_D32:12,,,
conv-41_session_32_D32:13,,,
conv-41_session_32_D32:14,"maria, shelter",volunteer,"bed, desk, difference, faces, feel, food, friday, front, good, got, hey, john, last, lives, made, make, maria, people, power, really"
conv-41_session_32_D32:15,,,
conv-41_session_32_D32:16,"kindness, maria",spread,"awesome, bring, comfort, john, joy, keep, kindness, know, let, maria, need, spreading, yeah"
conv-41_session_32_D32:17,,,
conv-41_session_32_D32:2,,,
conv-41_session_32_D32:3,"fight, john",fight,"around, dedication, fight, impressed, inspiring, john, together, well, worked"
conv-41_session_32_D32:4,,,
conv-41_session_32_D32:5,,,
conv-41_session_32_D32:6,,,
conv-41_session_32_D32:7,"canned, donations, food, john, like, toiletries",raise,"canned, clothes, donations, feels, food, got, great, help, john, like, part, raised, stuff, toiletries, ton, yup"
conv-41_session_32_D32:8,,,
conv-41_session_32_D32:9,"fight, john",fight,"calling, cause, coming, everyone, feel, fight, gives, great, help, john, like, maria, passion, purpose, right, see, sense, together, true"
conv-41_session_3_D3:1,"focused, group, john, online, service",join,"chat, connection, emotional, everyone, eyes, feeling, focused, great, group, hey, incredible, inspiring, john, joined, last, maria, new, online, opened, perspectives"
conv-41_session_3_D3:10,,,
conv-41_session_3_D3:11,"aptitude, john, military, test",fail,"appreciate, aptitude, bit, especially, failed, feeling, john, lot, maria, means, military, really, recently, stressed, support, test, thanks"
conv-41_session_3_D3:12,"beauty, maria, nature",appreciate,"back, beauty, enjoy, got, john, maria, nature, reminds, slow, small, stuff, worries"
conv-41_session_3_D3:13,,,
conv-41_session_3_D3:14,"feel, made, maria, peaceful, picture, sunset",take,"appreciate, beach, connected, feel, last, life, made, maria, moments, month, nature, peaceful, picture, small, sunset, took, watching"
conv-41_session_3_D3:15,"john, use",use,"beach, beautiful, camera, film, john, kid, nature, pics, plenty, reminds, sharing, thanks, took, use, wow"
conv-41_session_3_D3:16,,,
conv-41_session_3_D3:17,,,
conv-41_session_3_D3:2,,,
conv-41_session_3_D3:3,,,
conv-41_session_3_D3:4,,,
conv-41_session_3_D3:5,"activities, drive, food, giving, group, homeless, john, kids, need, online, organizing, shelter, toy",participate,"activities, amazing, come, community, difference, drive, events, faces, food, give, giving, got, group, held, homeless, john, joy, kids, knew, made"
conv-41_session_3_D3:6,,,
conv-41_session_3_D3:7,"brainstorming, john, projects",involve,"access, achieving, aspirations, brainstorming, building, communities, education, empower, get, goal, help, individuals, job, john, mentorship, projects, resume, training, underserved"
conv-41_session_3_D3:8,,,
conv-41_session_3_D3:9,,,
conv-41_session_4_D4:1,"helping, maria, others, passion",share,"chatted, fellow, friends, great, helping, hey, john, last, love, maria, news, one, others, passion, since, volunteers"
conv-41_session_4_D4:10,"beauty, john, sunsets",appreciate,"beauty, enjoy, john, life, like, look, maria, reminds, small, sunset, sunsets, take, thanks, things"
conv-41_session_4_D4:11,,,
conv-41_session_4_D4:12,"into, john, local, politics",delve,"busy, community, feeling, getting, hopes, informative, into, john, keeping, know, last, leaders, local, looking, needs, neighborhood, optimistic, politics, since, super"
conv-41_session_4_D4:13,"local, maria, notebook, notes, politics",take,"amazing, community, dedication, great, john, keep, local, maria, notebook, notes, politics, taking, work, wow"
conv-41_session_4_D4:14,"community, john, maria, work",support,"community, gives, helpful, ideas, john, maria, new, plans, super, thanks, work"
conv-41_session_4_D4:15,,,
conv-41_session_4_D4:16,"community, john, meeting, next, week",prepare,"coming, community, discussing, education, infrastructure, john, meeting, next, upgrades, week"
conv-41_session_4_D4:17,,,
conv-41_session_4_D4:18,"community, john",stick,"community, definitely, discussing, hoping, important, john, maria, stick, thanks"
conv-41_session_4_D4:19,"maria, work",work,"admirable, community, definitely, difference, great, inspiring, john, make, maria, really, service, speaking, talking, together, work, working"
conv-41_session_4_D4:2,"incident, john, unexpected",experience,"busy, family, hey, home, incident, john, last, life, maria, reminded, throw, troubles, unexpected, way, week, work"
conv-41_session_4_D4:20,,,
conv-41_session_4_D4:21,,,
conv-41_session_4_D4:22,,,
conv-41_session_4_D4:23,"addressing, importance, maria, teamwork, unity",emphasize,"addressing, agreed, any, build, community, difference, essential, great, importance, john, making, maria, problems, stand, tackle, teamwork, together, uniting, unity"
conv-41_session_4_D4:24,"awesome, friend, john",consider,"agree, awesome, friend, john, maria, thanks, yeah"
conv-41_session_4_D4:25,,,
conv-41_session_4_D4:26,,,
conv-41_session_4_D4:3,,,
conv-41_session_4_D4:4,"importance, maria, staying, strong, times, tough",appreciate,"importance, maria, reminder, stay, staying, strong, thanks, times, tough"
conv-41_session_4_D4:5,,,
conv-41_session_4_D4:6,"incident, john, unexpected",handle,"asked, assistance, back, calm, handle, helped, incident, john, make, safely, situation, stay, tried, unexpected"
conv-41_session_4_D4:7,,,
conv-41_session_4_D4:8,,,
conv-41_session_4_D4:9,"appreciate, maria",appreciate,"any, appreciate, calm, got, like, maria, stay, strong, things, times, tough, yeah"
conv-41_session_5_D5:1,"community, focused, john, meeting, state",attend,"affects, area, better, community, crucial, education, especially, everyone, focused, hearing, hey, interesting, john, kids, last, made, make, maria, meeting, mtg"
conv-41_session_5_D5:10,"comfort, company, impact, made, maria",provide,"able, alone, around, broke, comfort, company, ear, ended, family, girl, give, good, heart, impact, laughing, listening, little, made, maria, noticed"
conv-41_session_5_D5:11,,,
conv-41_session_5_D5:12,,,
conv-41_session_5_D5:13,"john, share",share,"always, better, childhood, doll, especially, feel, feeling, john, like, little, look, made, others, reminds, share, something"
conv-41_session_5_D5:14,"kindness, maria, support",spread,"difference, especially, feeling, kindness, make, maria, really, sharing, someone, spreading, support, sweet, thanks"
conv-41_session_5_D5:15,"especially, importance, john, supporting",emphasize,"difference, especially, feeling, gesture, importance, important, john, kind, know, make, maria, never, problem, support, supporting"
conv-41_session_5_D5:16,,,
conv-41_session_5_D5:2,"education, maria, sadness, state",express,"awareness, cool, education, fight, hey, importance, john, kids, made, maria, money, raise, really, resources, right, sad, sadness, schools, see, state"
conv-41_session_5_D5:3,"concern, john, lack, proper, resources",express,"agree, better, breaks, concern, deserve, education, essential, fight, heart, john, kids, lack, money, need, proper, resources, schools, society, stuff, successful"
conv-41_session_5_D5:4,,,
conv-41_session_5_D5:5,"john, mention",mention,"definitely, john, kids, maria, mention, much, need, others, really, something"
conv-41_session_5_D5:6,"maria, shelter, volunteering",mention,"event, experience, get, gotta, great, help, kids, last, maria, need, nothing, others, right, shelter, something, succeed, sure, volunteered, volunteering, week"
conv-41_session_5_D5:7,,,
conv-41_session_5_D5:8,"maria, volunteer",volunteer,"aunt, believed, brighten, day, difference, family, happy, help, inspired, knowing, make, makes, maria, somebody, started, struggling, used, volunteer, volunteering"
conv-41_session_5_D5:9,,,
conv-41_session_6_D6:1,"charity, event, maria",participate,"challenged, charity, collective, effort, event, felt, friday, great, heartwarming, help, hey, john, know, last, let, long, maria, need, people, power"
conv-41_session_6_D6:10,"john, start",start,"bank, drive, folks, food, helping, jobs, john, learn, lost, lot, maria, picture, start, started, struggles, yeah"
conv-41_session_6_D6:11,,,
conv-41_session_6_D6:12,"community, drive, food, john",initiate,"act, community, decide, difference, drive, effect, food, help, john, made, make, neighbors, seeing, times, tough, unemployment, wanted"
conv-41_session_6_D6:13,,,
conv-41_session_6_D6:14,,,
conv-41_session_6_D6:15,,,
conv-41_session_6_D6:16,"john, overwhelm",overwhelm,"event, john, maria, overwhelm, overwhelmed, photo, recent, response, thanks, volunteers"
conv-41_session_6_D6:17,"maria, offer",offer,"awesome, community, events, future, hand, helping, lend, love, many, maria, networking, offer, people, seeing, support"
conv-41_session_6_D6:18,"help, john, maria, networking, offer",appreciate,"appreciated, assistance, great, help, john, maria, networking, offer, offering, really, thanks"
conv-41_session_6_D6:19,"always, help, maria, willingness",express,"always, help, john, know, let, maria, need, whenever, willingness, worries"
conv-41_session_6_D6:2,,,
conv-41_session_6_D6:20,,,
conv-41_session_6_D6:21,"john, maria",reassure,"always, course, friend, great, john, maria"
