memory_id,conversation_id,representation,token_count
conv-41_session_27_D27:11,conv-41,"Entities: humble, john
Relations: humble
Keywords: awestruck, humble, humbled, john",10
conv-41_session_27_D27:12,conv-41,"Entities: maria, remember
Relations: remember
Keywords: appreciate, feel, generations, humble, imagining, important, makes, maria, memorial, military, remember, served, visiting, younger",20
conv-41_session_27_D27:13,conv-41,,0
conv-41_session_27_D27:14,conv-41,"Entities: contributions, kids, maria, veterans
Relations: teach
Keywords: contributions, great, important, john, kids, like, maria, need, people, super, teach, thing, us, veterans, yeah",23
conv-41_session_27_D27:15,conv-41,,0
conv-41_session_27_D27:16,conv-41,,0
conv-41_session_28_D28:1,conv-41,"Entities: job, john
Relations: lose
Keywords: chatting, coming, company, crazy, engineering, great, happened, hey, job, john, last, lost, maria, mechanical, never, really, rough, saw, since, talked",26
conv-41_session_28_D28:2,conv-41,,0
conv-41_session_28_D28:3,conv-41,"Entities: job, john
Relations: lose
Keywords: care, change, gave, industry, into, job, john, looking, maria, maybe, need, opportunities, push, stay, tech, thanks, tough, trying",24
conv-41_session_28_D28:4,conv-41,,0
conv-41_session_28_D28:5,conv-41,"Entities: job, john
Relations: find
Keywords: company, contribute, different, feels, found, great, hardware, job, john, learn, like, maria, mechanical, needs, opportunity, skills, team, tech, thanks, think",26
conv-41_session_28_D28:6,conv-41,"Entities: encouragement, maria, support
Relations: offer
Keywords: adaptable, encouragement, good, great, job, john, like, luck, maria, perfect, sounds, support, sure, wow",21
conv-41_session_28_D28:7,conv-41,,0
conv-41_session_28_D28:8,conv-41,"Entities: church, community, friends, maria, work
Relations: engage
Keywords: big, church, community, difference, even, friends, hey, john, makes, maria, positive, rewarding, staying, super, times, took, tough, work, yesterday",28
conv-41_session_28_D28:9,conv-41,,0
conv-41_session_28_D28:10,conv-41,"Entities: compassion, importance, important, kindness, maria, rewarding
Relations: believe, volunteer
Keywords: any, compassion, experiences, importance, important, john, kindness, like, maria, moments, remind, rewarding, share, thanks, volunteer",26
conv-41_session_28_D28:11,conv-41,"Entities: center, community, john, rundown, satisfy
Relations: renovate, satisfy
Keywords: able, back, care, center, community, definitely, helped, home, impact, john, last, lately, lot, much, renovate, rundown, satisfy, seeing, took, volunteer",30
conv-41_session_28_D28:12,conv-41,,0
conv-41_session_28_D28:13,conv-41,,0
conv-41_session_28_D28:14,conv-41,,0
conv-41_session_28_D28:15,conv-41,,0
conv-41_session_28_D28:16,conv-41,,0
conv-41_session_28_D28:17,conv-41,,0
conv-41_session_28_D28:18,conv-41,,0
conv-41_session_28_D28:19,conv-41,,0
conv-41_session_29_D29:1,conv-41,"Entities: homeless, maria, shelter
Relations: volunteer
Keywords: check, gave, glad, going, help, hey, homeless, humbling, john, last, maria, medal, really, shelter, volunteered, wanted, week, wild",25
conv-41_session_29_D29:2,conv-41,"Entities: heartwarming, maria
Relations: inspire
Keywords: amazing, cause, community, congrats, event, good, got, great, heartwarming, help, hey, last, many, maria, money, much, participated, people, raise, really",26
conv-41_session_29_D29:3,conv-41,,0
conv-41_session_29_D29:4,conv-41,"Entities: charity, john, neighborhood, run
Relations: organize
Keywords: 5k, able, cause, charity, day, families, funds, good, help, john, neighborhood, pic, raise, run, set, veterans",24
conv-41_session_29_D29:5,conv-41,"Entities: admiration, maria
Relations: express
Keywords: admiration, awesome, cause, honor, important, initiative, john, know, like, maria, organized, photo, powerful, run, shared, someone, takes, tell",24
conv-41_session_29_D29:6,conv-41,,0
conv-41_session_29_D29:7,conv-41,,0
conv-41_session_29_D29:8,conv-41,"Entities: challenges, charity, getting, john, run, sponsors
Relations: face
Keywords: awesome, businesses, challenges, charity, definitely, different, difficult, ended, event, getting, hit, john, made, maria, means, paid, reach, run, several, sponsors",30
conv-41_session_29_D29:9,conv-41,,0
conv-41_session_29_D29:10,conv-41,"Entities: john, organize
Relations: organize
Keywords: abuse, awareness, cause, domestic, event, funds, helps, john, local, many, organization, organize, people, raised, suffer, unfortunate, victims, worked, yep",25
conv-41_session_29_D29:11,conv-41,"Entities: maria, support
Relations: support
Keywords: abuse, awareness, domestic, fighting, funds, great, horrible, important, john, maria, oof, organizations, raising, really, sad, support",22
conv-41_session_29_D29:12,conv-41,"Entities: abuse, causes, domestic, important, john, like, supporting, victims
Relations: come
Keywords: abuse, cause, causes, come, domestic, gotta, important, issue, john, like, maria, people, really, see, supporting, thanks, together, tough, victims, wonderful",32
conv-41_session_29_D29:13,conv-41,"Entities: awareness, causes, community, importance, maria, spreading, supporting
Relations: agree
Keywords: action, agree, awareness, causes, community, great, importance, john, keep, let, like, maria, power, see, spreading, supporting",27
conv-41_session_29_D29:14,conv-41,,0
conv-41_session_29_D29:15,conv-41,,0
conv-41_session_29_D29:16,conv-41,,0
conv-41_session_29_D29:17,conv-41,"Entities: appreciate, maria
Relations: appreciate
Keywords: appreciate, cool, friend, john, let, like, maria, motivated, passionate, really, soon, talk, yeah",19
conv-41_session_29_D29:18,conv-41,"Entities: causes, john, maria, motivation, passion, supporting
Relations: value
Keywords: big, causes, difference, friends, john, later, like, make, maria, motivation, passion, supporting, talk, yeah",24
conv-41_session_3_D3:1,conv-41,"Entities: focused, group, john, online, service
Relations: join
Keywords: chat, connection, emotional, everyone, eyes, feeling, focused, great, group, hey, incredible, inspiring, john, joined, last, maria, new, online, opened, perspectives",29
conv-41_session_3_D3:2,conv-41,,0
conv-41_session_3_D3:3,conv-41,,0
conv-41_session_3_D3:4,conv-41,,0
conv-41_session_3_D3:5,conv-41,"Entities: activities, drive, food, giving, group, homeless, john, kids, need, online, organizing, shelter, toy
Relations: participate
Keywords: activities, amazing, come, community, difference, drive, events, faces, food, give, giving, got, group, held, homeless, john, joy, kids, knew, made",37
conv-41_session_3_D3:6,conv-41,,0
conv-41_session_3_D3:7,conv-41,"Entities: brainstorming, john, projects
Relations: involve
Keywords: access, achieving, aspirations, brainstorming, building, communities, education, empower, get, goal, help, individuals, job, john, mentorship, projects, resume, training, underserved",26
conv-41_session_3_D3:8,conv-41,,0
conv-41_session_3_D3:9,conv-41,,0
conv-41_session_3_D3:10,conv-41,,0
conv-41_session_3_D3:11,conv-41,"Entities: aptitude, john, military, test
Relations: fail
Keywords: appreciate, aptitude, bit, especially, failed, feeling, john, lot, maria, means, military, really, recently, stressed, support, test, thanks",25
conv-41_session_3_D3:12,conv-41,"Entities: beauty, maria, nature
Relations: appreciate
Keywords: back, beauty, enjoy, got, john, maria, nature, reminds, slow, small, stuff, worries",19
conv-41_session_3_D3:13,conv-41,,0
conv-41_session_3_D3:14,conv-41,"Entities: feel, made, maria, peaceful, picture, sunset
Relations: take
Keywords: appreciate, beach, connected, feel, last, life, made, maria, moments, month, nature, peaceful, picture, small, sunset, took, watching",27
conv-41_session_3_D3:15,conv-41,"Entities: john, use
Relations: use
Keywords: beach, beautiful, camera, film, john, kid, nature, pics, plenty, reminds, sharing, thanks, took, use, wow",21
conv-41_session_3_D3:16,conv-41,,0
conv-41_session_3_D3:17,conv-41,,0
conv-41_session_30_D30:1,conv-41,"Entities: coco, maria
Relations: name
Keywords: adorable, ago, coco, got, guess, hey, john, long, maria, name, puppy, talk, time, two, weeks",21
conv-41_session_30_D30:2,conv-41,,0
conv-41_session_30_D30:3,conv-41,"Entities: care, coco, maria, puppy
Relations: greet, take
Keywords: adjustment, always, brings, care, coco, come, definitely, greet, home, john, joy, life, maria, puppy, really, taking, thanks, totally, worth",28
conv-41_session_30_D30:4,conv-41,,0
conv-41_session_30_D30:5,conv-41,,0
conv-41_session_30_D30:6,conv-41,"Entities: find, including, john, max, memories, pet
Relations: cherish, find
Keywords: awesome, blast, camping, experience, find, great, hiked, including, john, last, made, maria, max, memories, peaceful, pet, really, summer, swam, thanks",31
conv-41_session_30_D30:7,conv-41,"Entities: maria, mention
Relations: mention
Keywords: camping, great, john, like, maria, max, mention, nourishing, pets, right, soul, sounds, time, wow",20
conv-41_session_30_D30:8,conv-41,,0
conv-41_session_30_D30:9,conv-41,,0
conv-41_session_30_D30:10,conv-41,"Entities: john, nature
Relations: value
Keywords: amazing, john, life, like, little, made, mind, moments, nature, peaceful, pretty, remember, restarting, savor, spirit, things, yeah",23
conv-41_session_30_D30:11,conv-41,"Entities: maria, nature
Relations: acknowledge
Keywords: amazing, capture, like, maria, nature, photos, reset, souls, yeah",15
conv-41_session_30_D30:12,conv-41,,0
conv-41_session_30_D30:13,conv-41,"Entities: maria, times, tough
Relations: understand
Keywords: anything, hear, john, lately, maria, mind, sorry, times, tough",16
conv-41_session_30_D30:14,conv-41,,0
conv-41_session_30_D30:15,conv-41,,0
conv-41_session_30_D30:16,conv-41,"Entities: express, john
Relations: express
Keywords: affect, better, enthusiasm, express, feels, find, focus, john, like, need, passion, people, positively, stuck, thanks, understanding, want, way, world",25
conv-41_session_30_D30:17,conv-41,,0
conv-41_session_30_D30:18,conv-41,"Entities: john, options
Relations: explore
Keywords: exploring, idea, john, join, lately, local, maybe, one, option, options, organizations, programs, volunteering",19
conv-41_session_30_D30:19,conv-41,"Entities: john, maria
Relations: suggest
Keywords: care, causes, contribute, definitely, difference, explore, great, help, interested, john, like, make, maria, meet, minded, organizations, people, plan, research, sounds",26
conv-41_session_30_D30:20,conv-41,,0
conv-41_session_30_D30:21,conv-41,"Entities: john, maria
Relations: encourage
Keywords: anything, else, going, happy, help, john, keep, know, let, maria, need, worries",18
conv-41_session_30_D30:22,conv-41,"Entities: john, kind, maria, words
Relations: appreciate
Keywords: anything, else, inspiration, john, keep, kind, know, let, maria, need, positive, thanks, words",21
conv-41_session_30_D30:23,conv-41,"Entities: maria, plan
Relations: plan
Keywords: care, definitely, john, keep, lot, maria, mean, plan, positivity, spreading, take, thanks, words",19
conv-41_session_31_D31:1,conv-41,"Entities: john, local, mentor, school
Relations: volunteer
Keywords: chatted, help, hi, john, last, local, maria, mentor, much, really, rewarding, school, see, since, students, volunteering",24
conv-41_session_31_D31:2,conv-41,"Entities: cute, maria, named, pup, shadow
Relations: adopt
Keywords: able, adopted, another, blessed, brings, cute, feel, give, great, helping, home, john, joy, kids, kudos, last, learn, maria, much, named",29
conv-41_session_31_D31:3,conv-41,,0
conv-41_session_31_D31:4,conv-41,"Entities: joy, maria
Relations: bring
Keywords: addition, along, always, energy, face, full, get, great, joy, life, maria, name, puts, shadow, smile",21
conv-41_session_31_D31:5,conv-41,,0
conv-41_session_31_D31:6,conv-41,"Entities: grow, maria
Relations: grow
Keywords: brightens, days, definitely, furry, grow, maria, pal",13
conv-41_session_31_D31:7,conv-41,"Entities: consider, john
Relations: consider
Keywords: consider, great, house, into, john, look, near, new, pup, shelters, soon, sure",18
conv-41_session_31_D31:8,conv-41,,0
conv-41_session_31_D31:9,conv-41,,0
conv-41_session_31_D31:10,conv-41,"Entities: commands, house, maria, training
Relations: learn
Keywords: awesome, commands, difference, great, house, john, learning, like, little, making, maria, one, really, sounds, training",23
conv-41_session_31_D31:11,conv-41,,0
conv-41_session_31_D31:12,conv-41,,0
conv-41_session_31_D31:13,conv-41,,0
conv-41_session_31_D31:14,conv-41,"Entities: comfort, happiness, maria, understanding
Relations: bring
Keywords: amazing, bring, comfort, feel, happiness, make, maria, much, others, really, understanding, understood, us, ways, yeah",23
conv-41_session_31_D31:15,conv-41,,0
conv-41_session_31_D31:16,conv-41,,0
conv-41_session_31_D31:17,conv-41,"Entities: family, john
Relations: value
Keywords: always, awesome, back, best, even, ever, family, hard, john, kids, missus, really, thing, times, yeah",21
conv-41_session_31_D31:18,conv-41,,0
conv-41_session_31_D31:19,conv-41,"Entities: activities, hiking, john, outdoor, picnics
Relations: enjoy
Keywords: activities, board, games, going, hanging, hikes, hiking, home, john, love, maria, movie, nights, outdoor, outdoors, park, picnics, playing, plus, thanks",29
conv-41_session_31_D31:20,conv-41,,0
conv-41_session_31_D31:21,conv-41,,0
conv-41_session_31_D31:22,conv-41,,0
conv-41_session_31_D31:23,conv-41,,0
conv-41_session_32_D32:1,conv-41,"Entities: fight, john
Relations: fight
Keywords: brigade, community, excited, fight, fighting, fire, guess, help, hey, involved, john, maria, part, super",20
conv-41_session_32_D32:2,conv-41,,0
conv-41_session_32_D32:3,conv-41,"Entities: fight, john
Relations: fight
Keywords: around, dedication, fight, impressed, inspiring, john, together, well, worked",15
conv-41_session_32_D32:4,conv-41,,0
conv-41_session_32_D32:5,conv-41,,0
conv-41_session_32_D32:6,conv-41,,0
conv-41_session_32_D32:7,conv-41,"Entities: canned, donations, food, john, like, toiletries
Relations: raise
Keywords: canned, clothes, donations, feels, food, got, great, help, john, like, part, raised, stuff, toiletries, ton, yup",26
